id,text
FLORIDA LIVING TREE SERVICE,"FLORIDA LIVING TREE SERVICE INC."" CORPORATION FL 5000 NW 27TH COURT SUITE D GAINESVILLE  32606 FL 5000 NW 27TH COURT SUITE D GAINESVILLE 32606 P93000036528 N"
FLORIDA MAN CARPENTRY LLC,FLORIDA MAN CARPENTRY LLC LLC FL 4524 86TH ST CT W BRADENTON 34210  FL 4524 86TH ST CT W BRADENTON 34210 L20000201083 N 
FLOWER RUNNER LLC,FLOWER RUNNER LLC LLC FL 2688 SW 137 AVENUE MIAMI 33175  FL 600 NE 36 TH STREET 1805 MIAMI 33137 L11000027244 N 
FLUSHED LLC,FLUSHED LLC LLC GA 185 CARRIAGE CHASE FAYETTEVILLE 30214  GA 185 CARRIAGE CHASE FAYETTEVILLE 30214 21133362 N 621399
FOOD FUN IN JACKSONVILLE,"FOOD FUN IN JACKSONVILLE FLORIDA."" ""L.L.C."""" LLC FL 1320 N. BROAD STREET JACKSONVILLE  32202 FL 1320 N. BROAD STREET, 1103 JACKSONVILLE 32202 L20000046038 N"
FOR A BETTER WORLD PRODUCTIONS. INC.,FOR A BETTER WORLD PRODUCTIONS. INC. CORPORATION NY 444 EAST 82ND ST #35F NEW YORK 10028  NY 444 EAST 82ND ST #35F NEW YORK 10028 1948453 N 
FOR GOD'S GLORY COMMUNITY DANCE MINISTRY,"FOR GOD'S GLORY COMMUNITY DANCE MINISTRY INC."" NONPROFIT FL 200 78TH AVENUE NORTH ST.PETERSBURG  33702 FL 200 78TH AVENUE NORTH BLDG. #9 ST.PETERSBURG 33702 N13000009799 N"
FOR KEEPS,FOR KEEPS DBA OH       CLEVELAND  RN233261 N 
FOR YOU EVENT CONSULTING & CATERING SERVICES,"FOR YOU EVENT CONSULTING & CATERING SERVICES LLC"" CORPORATION OH       WILMINGTION  1693034 N"
FOR YOU,"FOR YOU INC."" CORPORATION NY NO. 315 MAIN ST. HUDSON FALLS  12839     1152669 N"
FORE SEASONS LLC,FORE SEASONS LLC CORPORATION OH       BEAVERCREEK  1326257 N 
FORESEEABLY FIT,"FORESEEABLY FIT LLC"""" DBA OH       COLUMBUS  4078354 N"
FOREVER YOUNG 24 HOUR CHILDCARE SERVICE,FOREVER YOUNG 24 HOUR CHILDCARE SERVICE CORPORATION PA 1104 KIRKPATRICK AVE APT 1 NORTH BRADDOCK    1104 KIRKPATRICK AVE APT 1 NORTH BRADDOCK  4322927  
FOREVER YOUNG FOREVER YOUNG,"FOREVER YOUNG FOREVER YOUNG LLC"""" LLC CT     CT 293 ROSES MILL RD MILFORD 6460 1125950 N"
FOUNTAINS BY THE ROCK,"FOUNTAINS BY THE ROCK LLC"""" LLC MO 6175 NW WHITE OAK DRIVE PARKVILLE  64152     LC0709520 "
FOUR CORNERS WILDLIFE CLUB,FOUR CORNERS WILDLIFE CLUB NONPROFIT ND         21063  
FOUR MB,"FOUR MB LLC"" LLC NY 1403 MILLBURN DRIVE CONKLIN  13748     4156519 N"
FOYERS MAURICE SIXTO,"FOYERS MAURICE SIXTO INC."" NONPROFIT NY 1662 TROY AVENUE BROOKLYN  11234     2138026 N"
FRAN-LAB LLC,FRAN-LAB LLC LLC NY 916 GRANT AVE PELHAM MANOR 10803      3729897 N 
FRATII MINOVICI CULTURAL FOUNDATION INC.,FRATII MINOVICI CULTURAL FOUNDATION INC. NONPROFIT NY 45 BROADWAY SUITE 2230 NEW YORK 10006      3684079 N 
FREDONIA LAND AND CATTLE CO.,"FREDONIA LAND AND CATTLE CO. L.L.C."""" LLC CO 2020 FORT LYON CANAL RD LA JUNTA  81050 CO 2020 FORT LYON CANAL RD LA JUNTA 81050 20041087685 N"
FREE-MAN ENTERPRISES L.L.C.,FREE-MAN ENTERPRISES L.L.C. LLC FL 5090 SAINT AMBROSE CHURCH RD ELKTON 32033  FL 5090 SAINT AMBROSE CHRUCH RD ELKTON 32033 L13000147912 N 
FREMONT ESTATES,"FREMONT ESTATES LTD."""" CORPORATION OH       AKRON  1201187 N"
FRENCH CAFE - OUTDOOR WEDDINGS,"FRENCH CAFE - OUTDOOR WEDDINGS LIMITED LIABILITY COMPANY"" LLC FL 1181 SHERBROOK DR DELTONA LAKE  32725 FL 1181 SHERBROOK DR DELTONA LAKES 32725 L20000114507 N"
FRESH COAT PAINTING AND HOME DECOR LLC,"FRESH COAT PAINTING AND HOME DECOR LLC LLC FL 1942 HARDEE, STREET JACKSONVILLE 32209  FL 1942 HARDEE, STREET N/A JACKSONVILLE 32209 L18000009778 N "
FRESH START CGB (CAN'T GO BACK) INC.,FRESH START CGB (CAN'T GO BACK) INC. NONPROFIT FL 11885 BLUE STAR HWY MT PLEASANT 32352  FL 11885 BLUE STAR HWY MT PLEASANT 32352 N11000006767 N 
FRIDA FOR PETS LLC,FRIDA FOR PETS LLC LLC FL 7025 NW 104 CT MEDLEY 33178  FL 7025 NW 104 CT MEDLEY 33178 L20000065516 N 
FRIENDS OF THE ACADEMY OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,"FRIENDS OF THE ACADEMY OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY INC."" NONPROFIT FL 3200 SUMMIT BLVD #21686 W PALM BEACH  33416 FL 3200 SUMMIT BLVD #21686 W PALM BEACH 33416 N97000004964 N"
